Area;Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
16934;533;225;96;90;17323;75;Cammeo
16030;512;210;97;88;16306;59;Cammeo
15035;486;198;97;86;15279;62;Cammeo
16008;521;222;92;91;16315;61;Cammeo
14362;504;211;88;90;14724;54;Cammeo
15815;506;210;96;88;16112;79;Cammeo
14131;490;206;88;90;14519;75;Cammeo
12619;470;202;80;91;12937;60;Cammeo
13792;475;196;90;88;14183;77;Cammeo
14573;493;209;89;90;14847;65;Cammeo
14345;491;207;88;90;14650;59;Cammeo
13166;461;185;91;87;13562;65;Cammeo
11794;456;194;78;91;12116;65;Cammeo
13782;471;194;90;88;14000;59;Cammeo
14533;487;196;95;87;14873;65;Cammeo
12557;443;175;92;85;12860;62;Cammeo
16431;509;208;101;87;16875;73;Cammeo
11940;443;187;82;89;12184;63;Cammeo
15856;509;210;97;88;16160;76;Cammeo
15636;504;212;94;89;15927;74;Cammeo
14787;492;209;90;90;15066;79;Cammeo
16412;508;210;99;88;16759;73;Cammeo
15137;494;206;93;89;15400;76;Cammeo
16199;514;217;95;89;16475;70;Cammeo
15375;515;215;91;90;15780;59;Cammeo
11447;447;190;79;90;11753;54;Cammeo
16094;504;208;99;87;16325;64;Cammeo
11784;438;181;83;88;11981;80;Cammeo
15517;481;194;102;85;15718;65;Cammeo
15065;506;212;91;90;15516;72;Cammeo
15529;509;207;96;88;15993;59;Cammeo
13584;478;204;84;91;13817;67;Cammeo
12618;457;193;83;90;12851;58;Cammeo
13253;473;198;85;90;13535;68;Cammeo
15907;527;224;91;91;16206;54;Cammeo
13084;473;195;86;89;13453;58;Cammeo
15367;501;210;94;89;15644;79;Cammeo
13319;468;192;89;88;13694;69;Cammeo
15715;511;210;96;89;16096;58;Cammeo
12745;453;187;87;88;13040;60;Cammeo
14400;481;193;96;86;14876;68;Cammeo
14329;486;206;89;90;14588;81;Cammeo
14818;487;197;97;87;15261;63;Cammeo
13391;486;213;80;92;13661;52;Cammeo
14500;495;214;86;91;14712;58;Cammeo
15815;504;214;94;89;16059;80;Cammeo
12089;439;183;84;88;12302;81;Cammeo
14746;504;220;85;92;14995;79;Cammeo
13569;490;209;83;91;14061;53;Cammeo
15198;499;210;92;89;15521;74;Cammeo
12720;472;201;82;91;13352;74;Cammeo
14229;485;206;88;90;14455;74;Cammeo
13567;481;202;86;90;13976;75;Cammeo
13431;482;212;81;92;13786;77;Cammeo
12985;466;196;84;90;13221;58;Cammeo
15725;515;221;91;91;16027;60;Cammeo
15486;509;211;94;89;15921;68;Cammeo
14674;497;208;91;89;15049;68;Cammeo
13286;480;202;85;90;13633;55;Cammeo
15398;513;214;93;89;15936;69;Cammeo
14145;486;209;86;91;14370;76;Cammeo
16412;515;208;101;87;16857;77;Cammeo
15094;506;217;89;91;15346;66;Cammeo
15360;515;220;89;91;15662;64;Cammeo
13567;473;195;89;88;14020;64;Cammeo
13413;475;196;87;89;13917;57;Cammeo
15236;497;209;94;89;15563;76;Cammeo
15028;498;205;94;88;15382;57;Cammeo
15249;506;212;92;89;15582;78;Cammeo
14363;499;210;88;90;14669;60;Cammeo
14988;491;205;94;88;15270;58;Cammeo
14318;477;195;94;87;14585;76;Cammeo
14456;497;210;88;90;14865;67;Cammeo
15857;515;219;93;90;16109;69;Cammeo
15037;501;208;92;89;15452;57;Cammeo
12286;444;183;86;88;12583;68;Cammeo
16990;535;224;98;89;17371;60;Cammeo
14172;500;218;83;92;14399;60;Cammeo
15074;497;205;94;88;15536;72;Cammeo
17353;539;220;101;88;17845;63;Cammeo
13415;470;197;87;89;13629;58;Cammeo
16085;520;217;95;89;16514;70;Cammeo
14023;491;211;85;91;14262;53;Cammeo
13687;481;201;87;89;13979;69;Cammeo
14758;500;206;92;89;15166;58;Cammeo
14944;490;201;96;87;15305;61;Cammeo
16182;509;211;98;88;16522;74;Cammeo
14413;502;211;88;90;14826;57;Cammeo
14321;494;211;86;91;14583;56;Cammeo
15276;506;212;93;89;15574;57;Cammeo
14407;494;208;88;90;14716;57;Cammeo
13272;471;201;84;90;13492;56;Cammeo
14965;483;203;94;88;15151;77;Cammeo
16122;539;233;89;92;16440;51;Cammeo
14969;515;222;87;91;15269;54;Cammeo
12347;475;207;77;92;12857;52;Cammeo
13816;484;199;89;89;14356;64;Cammeo
12991;472;196;85;90;13380;73;Cammeo
13606;480;204;85;90;13861;58;Cammeo
14340;499;207;89;90;14863;66;Cammeo
14360;494;205;90;89;14825;65;Cammeo
13675;478;194;90;88;14146;58;Cammeo
14489;496;210;88;90;14843;61;Cammeo
14751;499;214;88;91;14955;55;Cammeo
15136;503;208;94;89;15471;59;Cammeo
13132;480;199;85;90;13594;58;Cammeo
13689;483;202;86;90;14183;77;Cammeo
14412;490;207;89;90;14703;59;Cammeo
12901;475;209;79;92;13219;68;Cammeo
13920;480;195;92;88;14350;57;Cammeo
13410;483;205;84;91;13866;73;Cammeo
12865;460;193;85;89;13120;63;Cammeo
12859;462;193;85;89;13279;70;Cammeo
16523;531;224;94;90;16911;57;Cammeo
15488;507;206;96;88;15968;60;Cammeo
9908;432;188;67;93;10205;61;Cammeo
13418;474;194;89;88;13973;60;Cammeo
15558;511;213;94;89;15926;63;Cammeo
13244;467;193;88;88;13672;79;Cammeo
14064;488;206;87;90;14315;75;Cammeo
15830;520;215;95;89;16326;61;Cammeo
15813;495;203;99;87;16095;73;Cammeo
16155;515;217;95;89;16418;58;Cammeo
15593;512;216;92;90;16050;77;Cammeo
13234;472;198;86;90;13512;74;Cammeo
14862;507;216;88;91;15125;77;Cammeo
13375;474;198;86;89;13768;69;Cammeo
13077;472;203;82;91;13405;62;Cammeo
14947;506;214;89;90;15364;56;Cammeo
14588;502;214;88;91;14923;53;Cammeo
11981;448;190;81;90;12154;56;Cammeo
12461;454;191;83;89;12683;56;Cammeo
13980;479;206;87;90;14137;86;Cammeo
14680;502;217;87;91;15000;58;Cammeo
13272;474;195;87;89;13597;58;Cammeo
14817;502;211;90;90;15113;56;Cammeo
13080;474;198;84;90;13511;70;Cammeo
16519;533;224;95;90;17041;74;Cammeo
13787;476;201;88;89;14045;57;Cammeo
16019;509;214;96;89;16248;65;Cammeo
12714;461;196;83;90;12900;64;Cammeo
12509;464;201;79;91;12703;54;Cammeo
15437;512;211;94;89;15984;73;Cammeo
12927;453;184;89;87;13196;73;Cammeo
13682;488;199;89;89;14457;59;Cammeo
14317;499;206;89;90;14815;80;Cammeo
16190;529;224;93;90;16530;53;Cammeo
14788;480;199;95;87;15044;65;Cammeo
14795;497;213;89;90;15002;80;Cammeo
14625;492;206;91;89;14972;73;Cammeo
14982;505;217;88;91;15325;55;Cammeo
15118;514;224;87;92;15454;65;Cammeo
14337;494;206;89;90;14859;70;Cammeo
13969;486;206;87;90;14277;65;Cammeo
12333;463;196;81;90;12705;59;Cammeo
15200;502;214;91;90;15461;62;Cammeo
12292;457;194;80;90;12561;56;Cammeo
15290;519;221;88;91;15699;66;Cammeo
13858;490;203;88;90;14265;65;Cammeo
16259;522;215;97;89;16728;58;Cammeo
15929;513;212;96;88;16293;72;Cammeo
12580;479;208;77;92;12879;57;Cammeo
13269;485;207;83;91;13741;71;Cammeo
13893;474;200;89;89;14123;56;Cammeo
13724;481;200;88;89;14038;67;Cammeo
11689;444;191;78;91;11935;54;Cammeo
15676;511;215;93;90;16016;77;Cammeo
14401;482;203;91;89;14608;71;Cammeo
13731;489;212;82;92;14014;59;Cammeo
14274;499;214;85;91;14559;65;Cammeo
13445;490;216;79;92;13640;53;Cammeo
12800;471;203;81;91;13141;61;Cammeo
14683;493;209;90;90;14947;70;Cammeo
13846;479;197;90;88;14200;71;Cammeo
14352;484;203;91;89;14656;56;Cammeo
14071;479;197;92;88;14398;59;Cammeo
14476;489;203;91;89;14807;67;Cammeo
13516;483;207;83;91;13746;70;Cammeo
12346;456;193;82;90;12529;58;Cammeo
13092;465;197;85;90;13369;76;Cammeo
12860;469;197;84;90;13269;56;Cammeo
13746;483;205;86;90;14060;71;Cammeo
13277;486;201;85;90;13771;61;Cammeo
15651;512;212;95;89;16022;57;Cammeo
16094;509;215;95;89;16403;75;Cammeo
15694;506;211;96;89;16010;57;Cammeo
14254;500;213;86;91;14644;62;Cammeo
12801;459;195;84;90;13058;76;Cammeo
14646;511;220;85;92;14999;63;Cammeo
14805;499;214;89;90;15090;57;Cammeo
14811;512;217;87;91;15090;54;Cammeo
16513;525;219;97;89;16950;61;Cammeo
12149;455;191;82;90;12510;71;Cammeo
13457;483;211;81;92;13763;67;Cammeo
13066;478;207;80;92;13348;55;Cammeo
13293;470;197;86;90;13553;71;Cammeo
11935;464;196;79;91;12358;56;Cammeo
12986;462;195;86;89;13288;79;Cammeo
14003;489;208;87;90;14421;57;Cammeo
12377;465;197;81;90;12669;62;Cammeo
12840;466;198;83;90;13091;59;Cammeo
13819;487;207;86;91;14181;56;Cammeo
14755;499;202;95;88;15123;60;Cammeo
14485;495;212;88;90;14745;64;Cammeo
14478;469;190;97;86;14686;76;Cammeo
16933;521;221;98;89;17212;77;Cammeo
14363;493;210;87;90;14621;57;Cammeo
13927;479;202;88;89;14264;77;Cammeo
15303;505;209;94;89;15746;62;Cammeo
14060;496;211;85;91;14448;67;Cammeo
12682;459;195;83;90;12892;58;Cammeo
13059;456;185;90;87;13339;61;Cammeo
14557;492;205;91;89;14961;73;Cammeo
13582;476;199;88;89;13825;56;Cammeo
13678;472;200;88;89;13879;57;Cammeo
11589;449;196;75;92;11783;56;Cammeo
13681;485;205;86;90;14146;55;Cammeo
13919;482;204;87;90;14274;74;Cammeo
13439;477;199;87;89;13852;75;Cammeo
13693;479;200;88;89;14097;69;Cammeo
13870;484;203;88;90;14266;75;Cammeo
15285;516;216;91;90;15704;58;Cammeo
16263;546;230;91;91;16796;57;Cammeo
14295;489;203;90;89;14660;60;Cammeo
14720;494;207;91;89;15071;70;Cammeo
15550;505;211;94;89;15896;71;Cammeo
15189;506;209;93;89;15629;67;Cammeo
12832;464;196;83;90;13148;56;Cammeo
14146;481;202;89;89;14495;60;Cammeo
13006;486;213;78;92;13399;62;Cammeo
15196;501;212;92;90;15463;76;Cammeo
14517;488;196;95;87;14976;59;Cammeo
13964;480;199;90;89;14298;65;Cammeo
12414;453;188;85;89;12721;58;Cammeo
13818;475;198;89;89;14008;59;Cammeo
11530;458;197;75;92;11918;70;Cammeo
16436;529;230;91;91;16648;63;Cammeo
11809;455;185;83;89;12318;64;Cammeo
14818;499;208;91;89;15204;57;Cammeo
12368;455;195;80;91;12573;79;Cammeo
11491;440;183;80;89;11819;66;Cammeo
11493;447;185;79;90;11801;57;Cammeo
13235;465;193;88;88;13629;56;Cammeo
16593;524;218;97;89;16814;59;Cammeo
15326;505;208;95;88;15684;58;Cammeo
15385;505;211;94;89;15726;58;Cammeo
12907;465;195;84;90;13151;57;Cammeo
13413;465;198;86;90;13620;63;Cammeo
14369;491;207;89;90;14679;60;Cammeo
13907;485;202;89;89;14358;55;Cammeo
14577;489;204;91;89;14870;78;Cammeo
15168;504;212;91;90;15432;58;Cammeo
15159;515;216;91;90;15685;65;Cammeo
16024;527;226;91;91;16355;53;Cammeo
13200;472;203;83;91;13467;74;Cammeo
12396;460;195;81;90;12676;73;Cammeo
13201;461;192;87;89;13408;63;Cammeo
14843;510;220;86;91;15155;53;Cammeo
14331;495;212;86;91;14723;66;Cammeo
16606;516;211;101;87;17032;70;Cammeo
15953;522;220;93;90;16307;78;Cammeo
12072;452;192;80;90;12342;69;Cammeo
12417;455;187;85;88;12851;65;Cammeo
13029;466;197;84;90;13300;61;Cammeo
13919;472;194;91;88;14169;70;Cammeo
14675;493;206;91;89;15039;56;Cammeo
13256;462;194;87;89;13465;64;Cammeo
13862;482;199;89;89;14218;57;Cammeo
15178;514;219;89;91;15638;78;Cammeo
13964;481;201;89;89;14275;58;Cammeo
13422;474;196;88;89;13817;55;Cammeo
14855;495;208;92;89;15191;59;Cammeo
12971;458;192;86;89;13248;77;Cammeo
14950;496;207;93;89;15422;57;Cammeo
14944;512;227;84;92;15147;81;Cammeo
16283;516;217;96;89;16649;78;Cammeo
12653;461;195;83;90;12973;57;Cammeo
14007;490;205;88;90;14433;76;Cammeo
15401;499;202;97;87;15760;61;Cammeo
14625;497;212;88;90;14924;54;Cammeo
14626;502;212;88;90;14997;58;Cammeo
13998;484;198;90;88;14328;59;Cammeo
17250;528;220;101;88;17570;83;Cammeo
14819;497;210;90;90;15119;59;Cammeo
14794;501;213;89;90;15202;68;Cammeo
13368;487;202;86;90;13965;71;Cammeo
14586;484;196;95;87;14976;77;Cammeo
12210;453;189;83;89;12641;63;Cammeo
14732;497;207;91;89;15000;58;Cammeo
13410;477;195;88;89;13842;57;Cammeo
13658;499;206;85;90;14177;54;Cammeo
13072;484;206;81;91;13593;70;Cammeo
16059;522;217;95;89;16675;68;Cammeo
13002;472;198;85;90;13432;69;Cammeo
12752;462;190;86;89;13112;62;Cammeo
13153;479;207;80;92;13339;68;Cammeo
13857;498;220;80;93;14053;50;Cammeo
13929;487;202;87;90;14266;65;Cammeo
16253;525;218;95;89;16690;56;Cammeo
14850;511;223;85;92;15131;57;Cammeo
14560;487;200;93;88;14867;67;Cammeo
15164;501;212;92;90;15461;70;Cammeo
14566;498;208;90;90;14927;56;Cammeo
14627;498;205;92;89;15091;60;Cammeo
16454;518;217;97;89;16893;79;Cammeo
15458;511;216;91;90;15854;58;Cammeo
14189;483;203;90;89;14538;71;Cammeo
15545;516;217;92;90;16019;65;Cammeo
14522;499;217;85;91;14719;53;Cammeo
16566;527;217;98;89;16987;75;Cammeo
13970;494;210;85;91;14308;55;Cammeo
14488;489;204;91;89;14826;63;Cammeo
14483;512;215;86;91;14912;53;Cammeo
13853;471;195;91;88;14213;65;Cammeo
15700;525;224;90;91;16308;67;Cammeo
13777;480;197;90;88;14266;63;Cammeo
15069;505;211;91;90;15431;55;Cammeo
15764;513;212;95;89;16258;60;Cammeo
16258;518;214;97;89;16551;70;Cammeo
18313;538;222;106;87;18724;62;Cammeo
13605;466;191;91;87;13919;61;Cammeo
13930;484;205;87;90;14330;79;Cammeo
15301;515;220;89;91;15690;53;Cammeo
14277;492;213;85;91;14481;54;Cammeo
15077;504;212;91;90;15404;78;Cammeo
13102;479;202;83;91;13528;61;Cammeo
15975;522;218;94;90;16290;56;Cammeo
15258;505;214;91;90;15497;57;Cammeo
14260;501;208;88;90;14737;61;Cammeo
14706;503;212;89;90;15074;59;Cammeo
13789;471;198;88;89;14025;63;Cammeo
13342;488;208;83;91;13703;52;Cammeo
13555;477;202;85;90;13851;57;Cammeo
14436;486;204;90;89;14709;64;Cammeo
14421;489;204;90;89;14716;62;Cammeo
13501;472;198;87;89;13787;63;Cammeo
14287;486;200;91;88;14654;71;Cammeo
14633;495;208;90;90;14978;64;Cammeo
14682;505;219;86;92;15155;55;Cammeo
12240;454;190;83;89;12555;75;Cammeo
14985;516;219;88;91;15412;62;Cammeo
14826;514;219;86;91;15170;54;Cammeo
14954;501;212;90;90;15225;81;Cammeo
14930;506;207;92;89;15361;61;Cammeo
16401;521;213;99;88;16781;72;Cammeo
13237;478;199;85;90;13627;55;Cammeo
14536;501;216;86;91;14988;54;Cammeo
12016;469;196;79;91;12464;56;Cammeo
15369;499;205;95;88;15666;61;Cammeo
16156;495;197;105;84;16434;70;Cammeo
